CustomerID,FirstName,LastName,Email,Phone,Age,YearsActive,NumChildren,VIP,EstimatedAnnualSpend
14696.0,Cameron,Harris,cameron.harris6.0@sample.net,+6-372-903-3324,19,8,4,No,4784.0
16539.0,Elliot,Taylor,elliot.taylor9.0@example.com,+1-290-166-8432,38,4,1,No,565.66
17025.0,Morgan,Garcia,morgan.garcia5.0@no-reply.io,+3-745-291-3668,52,10,2,No,3280.06
13777.0,Quinn,White,quinn.white7.0@example.com,+7-604-405-3073,58,2,3,No,1326.76
17690.0,Blake,Smith,blake.smith0.0@sample.net,+8-645-105-4116,28,6,0,Yes,671.84
12947.0,Cameron,Martin,cameron.martin7.0@demo.org,+1-779-855-3923,58,12,0,Yes,6328.45
17460.0,Quinn,Martin,quinn.martin0.0@no-reply.io,+3-993-367-7157,79,8,1,No,3387.51
18229.0,Chris,Smith,chris.smith9.0@mail.test,+6-925-500-9079,35,6,2,Yes,4074.44
14142.0,Logan,Harris,logan.harris2.0@demo.org,+4-926-808-6929,28,5,0,No,2496.2
17069.0,Elliot,Smith,elliot.smith9.0@example.com,+9-615-695-5346,75,2,2,No,1783.6
13065.0,Logan,Lewis,logan.lewis5.0@example.com,+5-868-325-6223,29,4,3,Yes,4335.7
14606.0,Chris,Walker,chris.walker6.0@no-reply.io,+5-375-868-5738,51,10,4,No,1115.0
16835.0,Drew,Allen,drew.allen5.0@sample.net,+2-255-803-9118,69,9,1,No,1686.97
15235.0,Parker,Garcia,parker.garcia5.0@mail.test,+5-316-108-2066,45,11,2,No,2494.41
13576.0,Casey,Anderson,casey.anderson6.0@mail.test,+2-331-451-4816,33,11,0,Yes,1797.29
18011.0,Quinn,Harris,quinn.harris1.0@sample.net,+7-952-715-8082,39,9,0,No,4193.4
13090.0,Avery,Garcia,avery.garcia0.0@mail.test,+2-724-531-5718,65,6,2,No,2857.47
15694.0,Rowan,Martin,rowan.martin4.0@example.com,+8-391-905-4854,62,8,0,No,2822.01
14741.0,Morgan,Walker,morgan.walker1.0@example.com,+5-145-576-4939,57,11,0,No,1392.96
13715.0,Hayden,Clark,hayden.clark5.0@mail.test,+3-743-791-7682,37,12,0,No,5360.48
14092.0,Sam,Jackson,sam.jackson2.0@demo.org,+2-512-667-3724,38,10,3,No,1098.28
17732.0,Sam,Lee,sam.lee2.0@example.com,+9-995-671-1586,23,2,1,Yes,3338.58
12855.0,Morgan,White,morgan.white5.0@no-reply.io,+3-165-295-8858,25,9,0,No,3482.64
15752.0,Sam,Lee,sam.lee2.0@mail.test,+1-636-329-3482,44,1,2,Yes,2248.04
17855.0,Logan,Hall,logan.hall5.0@mail.test,+8-606-754-7612,61,10,0,Yes,6195.3
14047.0,Jordan,Taylor,jordan.taylor7.0@demo.org,+3-862-959-9652,22,9,2,No,2632.16
17925.0,Reese,Taylor,reese.taylor5.0@sample.net,+5-899-790-2754,62,12,2,No,2255.35
13941.0,Casey,Thompson,casey.thompson1.0@no-reply.io,+1-702-503-4713,57,1,4,No,2053.39
17017.0,Sam,Taylor,sam.taylor7.0@sample.net,+2-261-235-3421,53,9,2,No,4792.56
14135.0,Alex,Anderson,alex.anderson5.0@demo.org,+6-749-199-6414,75,8,2,No,607.01
13108.0,Rowan,Smith,rowan.smith8.0@no-reply.io,+9-945-114-7367,80,11,0,Yes,3345.01
12471.0,Jamie,Thompson,jamie.thompson1.0@mail.test,+3-686-587-2834,71,4,3,No,1979.7
15601.0,Cameron,White,cameron.white1.0@demo.org,+7-100-256-7533,21,2,4,No,390.47
13418.0,Avery,Jackson,avery.jackson8.0@mail.test,+6-423-279-9870,44,3,3,No,1191.97
14766.0,Sam,Anderson,sam.anderson6.0@no-reply.io,+7-826-523-4193,73,2,4,No,519.02
15658.0,Blake,Clark,blake.clark8.0@sample.net,+8-870-510-8902,34,12,1,No,4404.37
14388.0,Rowan,Smith,rowan.smith8.0@example.com,+5-955-517-8134,57,7,2,No,3572.95
14901.0,Reese,King,reese.king1.0@sample.net,+4-377-118-1520,23,7,1,No,1403.5
18041.0,Rowan,Thompson,rowan.thompson1.0@demo.org,+8-552-249-6711,60,9,0,No,2313.64
15955.0,Elliot,King,elliot.king5.0@mail.test,+9-321-192-7150,39,1,3,No,1008.06
15070.0,Drew,Hall,drew.hall0.0@sample.net,+8-262-589-4849,46,11,4,No,2865.11
16244.0,Drew,Taylor,drew.taylor4.0@mail.test,+5-409-632-9409,74,6,2,No,2014.62
15111.0,Logan,Taylor,logan.taylor1.0@sample.net,+2-387-735-7336,53,10,1,No,1173.86
14390.0,Sam,Young,sam.young0.0@demo.org,+8-431-246-2425,78,5,3,No,434.58
16546.0,Chris,Lee,chris.lee6.0@no-reply.io,+5-745-529-7170,27,3,0,No,324.61
15260.0,Jordan,Allen,jordan.allen0.0@demo.org,+9-168-942-2691,45,10,2,No,3064.34
13305.0,Casey,Clark,casey.clark5.0@demo.org,+1-805-635-3847,60,3,0,No,419.18
14491.0,Sam,Thomas,sam.thomas1.0@example.com,+3-142-998-2015,48,2,1,No,2220.08
14060.0,Quinn,Smith,quinn.smith0.0@sample.net,+3-942-623-6465,45,3,2,No,3077.49
15923.0,Logan,Hall,logan.hall3.0@mail.test,+8-461-656-5073,66,10,4,No,5397.26
16752.0,Taylor,Lewis,taylor.lewis2.0@no-reply.io,+4-792-960-6503,74,4,0,No,1477.26
17287.0,Parker,Hall,parker.hall7.0@demo.org,+6-123-669-6940,60,11,4,No,5159.1
15363.0,Reese,Martin,reese.martin3.0@demo.org,+5-969-283-6186,64,11,3,No,1285.05
12915.0,Riley,Martin,riley.martin5.0@demo.org,+8-564-595-6426,74,9,2,No,3052.4
15544.0,Reese,Martin,reese.martin4.0@no-reply.io,+7-780-742-6676,26,8,4,No,4160.16
15738.0,Casey,Thomas,casey.thomas8.0@example.com,+3-155-232-7515,29,1,4,No,1970.74
16042.0,Alex,White,alex.white2.0@mail.test,+4-330-503-6586,55,7,1,No,659.1
17381.0,Parker,Young,parker.young1.0@example.com,+1-349-709-7267,35,8,4,No,1854.8
15827.0,Cameron,Allen,cameron.allen7.0@demo.org,+8-466-336-8288,66,10,2,No,4845.31
14180.0,Blake,Hall,blake.hall0.0@demo.org,+9-418-209-8152,23,11,2,No,4309.53
13117.0,Sam,Brown,sam.brown7.0@mail.test,+8-953-179-6225,19,1,0,No,2374.83
16916.0,Quinn,Thompson,quinn.thompson6.0@no-reply.io,+6-100-338-2844,55,11,0,No,5668.62
17964.0,Alex,Brown,alex.brown4.0@sample.net,+7-736-935-6926,76,5,3,No,3601.91
14466.0,Logan,King,logan.king6.0@example.com,+3-725-335-4518,73,1,0,No,2110.39
17235.0,Jordan,Garcia,jordan.garcia5.0@mail.test,+3-318-533-5820,74,2,4,No,1025.37
16510.0,Quinn,Lee,quinn.lee0.0@mail.test,+2-412-931-3926,29,1,3,No,1510.15
17802.0,Casey,Thomas,casey.thomas2.0@mail.test,+3-512-196-3866,46,3,1,No,1032.81
15107.0,Morgan,Harris,morgan.harris7.0@demo.org,+9-662-905-7164,41,9,0,No,5191.53
17976.0,Elliot,Thompson,elliot.thompson6.0@sample.net,+9-471-495-9879,34,8,4,No,5013.38
14449.0,Parker,Thompson,parker.thompson9.0@no-reply.io,+8-802-459-4076,38,2,3,No,1701.33
15838.0,Drew,Young,drew.young8.0@sample.net,+7-977-582-7193,27,5,3,No,2618.42
16781.0,Jamie,Thomas,jamie.thomas1.0@sample.net,+4-172-520-3758,31,6,4,No,2796.3
17547.0,Jamie,Lee,jamie.lee7.0@mail.test,+3-177-651-6213,18,12,2,No,5630.95
13491.0,Quinn,Hall,quinn.hall1.0@no-reply.io,+9-205-637-4328,47,5,0,No,2626.48
16186.0,Chris,Thompson,chris.thompson6.0@demo.org,+4-636-994-2818,65,3,4,No,2832.5
17685.0,Alex,Walker,alex.walker5.0@demo.org,+2-352-362-2079,36,12,3,No,3751.8
17581.0,Blake,Martin,blake.martin1.0@demo.org,+5-810-282-4369,74,5,3,No,2343.51
15732.0,Rowan,Jackson,rowan.jackson2.0@no-reply.io,+3-273-248-8527,39,7,0,No,3654.95
13138.0,Avery,King,avery.king8.0@example.com,+2-736-357-5876,65,9,0,No,1234.59
15823.0,Logan,Walker,logan.walker3.0@example.com,+8-301-208-7054,20,2,4,Yes,3557.53
17567.0,Logan,Martin,logan.martin7.0@demo.org,+1-678-862-9965,59,2,0,No,574.17
15061.0,Rowan,Lee,rowan.lee1.0@sample.net,+1-745-357-5744,71,2,4,No,2249.03
16203.0,Drew,Anderson,drew.anderson3.0@demo.org,+7-902-699-2654,63,6,4,Yes,2465.07
15640.0,Hayden,Johnson,hayden.johnson0.0@mail.test,+5-843-901-8296,57,9,3,No,3406.14
15574.0,Taylor,White,taylor.white4.0@demo.org,+6-222-473-3763,74,11,2,Yes,7758.97
16770.0,Logan,Martin,logan.martin0.0@example.com,+2-193-945-4500,20,7,0,No,3569.97
17838.0,Chris,Young,chris.young8.0@sample.net,+6-329-109-1827,45,9,2,No,4533.29
17228.0,Morgan,Brown,morgan.brown8.0@mail.test,+1-463-803-2166,30,7,2,No,2301.47
14829.0,Casey,Anderson,casey.anderson9.0@sample.net,+1-466-963-8639,48,2,2,No,1710.95
17412.0,Taylor,Taylor,taylor.taylor2.0@no-reply.io,+7-541-886-6184,31,2,4,No,470.36
14031.0,Cameron,Anderson,cameron.anderson1.0@demo.org,+9-477-309-5847,44,10,2,No,2577.4
14775.0,Quinn,Lewis,quinn.lewis5.0@mail.test,+1-535-159-2181,60,9,4,No,3497.11
12971.0,Hayden,Garcia,hayden.garcia1.0@demo.org,+2-551-721-2110,78,3,2,Yes,3595.34
15834.0,Taylor,Hall,taylor.hall4.0@demo.org,+8-381-274-7106,55,10,1,No,3974.89
17659.0,Riley,Clark,riley.clark9.0@no-reply.io,+9-341-929-7412,64,9,4,No,2998.71
15299.0,Chris,Johnson,chris.johnson9.0@mail.test,+4-248-580-6088,29,9,1,Yes,4247.42
15646.0,Morgan,Taylor,morgan.taylor6.0@example.com,+5-383-253-1956,32,5,3,Yes,1447.7
13958.0,Logan,Clark,logan.clark8.0@example.com,+5-573-558-8568,36,1,2,No,1812.15
14443.0,Jamie,Thomas,jamie.thomas3.0@no-reply.io,+9-567-354-5712,62,8,3,No,4278.75
14156.0,Reese,Walker,reese.walker6.0@mail.test,+1-840-766-7836,79,11,2,No,4175.59
16995.0,Quinn,Hall,quinn.hall5.0@example.com,+9-481-726-6380,26,10,4,No,5495.57
13402.0,Sam,Walker,sam.walker2.0@demo.org,+2-457-341-9019,71,8,2,No,3216.05
18168.0,Drew,Thomas,drew.thomas8.0@example.com,+8-189-439-3479,35,10,4,No,3564.07
17757.0,Elliot,Walker,elliot.walker7.0@demo.org,+6-626-408-7706,54,4,4,No,2213.24
14625.0,Elliot,Young,elliot.young5.0@mail.test,+2-890-420-3355,49,12,0,No,2701.22
13011.0,Jamie,Hall,jamie.hall1.0@no-reply.io,+7-276-806-2134,74,6,3,No,2733.21
13798.0,Drew,Clark,drew.clark8.0@sample.net,+4-415-465-4140,43,7,4,No,1858.8
15384.0,Taylor,Brown,taylor.brown4.0@mail.test,+3-950-188-5631,42,10,2,No,2903.28
14264.0,Rowan,Walker,rowan.walker4.0@example.com,+3-836-650-4586,59,2,1,No,1125.07
13295.0,Casey,Anderson,casey.anderson5.0@demo.org,+1-797-227-7561,26,9,3,No,2956.15
16754.0,Rowan,Thomas,rowan.thomas4.0@sample.net,+9-272-911-7530,65,5,4,No,3588.75
16634.0,Cameron,White,cameron.white4.0@no-reply.io,+9-245-272-8656,68,7,4,No,2685.03
18239.0,Hayden,Thomas,hayden.thomas9.0@sample.net,+4-811-898-6486,40,2,2,No,700.67
14576.0,Jordan,Thomas,jordan.thomas6.0@no-reply.io,+3-605-872-2767,43,12,0,No,5090.81
13145.0,Quinn,Clark,quinn.clark5.0@demo.org,+2-613-530-5388,77,2,3,No,1670.4
14395.0,Jordan,King,jordan.king5.0@no-reply.io,+5-897-990-5696,50,10,0,Yes,7058.45
14865.0,Reese,Martin,reese.martin5.0@mail.test,+2-296-616-9110,76,4,3,Yes,3874.26
15093.0,Avery,Hall,avery.hall3.0@sample.net,+4-337-956-6030,60,9,0,No,2581.25
12738.0,Chris,Allen,chris.allen8.0@no-reply.io,+5-109-984-4624,60,10,3,No,3642.61
16150.0,Alex,Martin,alex.martin0.0@mail.test,+8-360-191-8012,38,5,4,No,3872.68
17552.0,Logan,Thomas,logan.thomas2.0@example.com,+7-553-644-1332,44,9,3,No,2967.07
14236.0,Alex,Garcia,alex.garcia6.0@sample.net,+7-606-658-4269,71,8,0,Yes,5349.94
17961.0,Blake,King,blake.king1.0@no-reply.io,+1-980-809-7032,62,12,4,Yes,3334.01
14573.0,Parker,Hall,parker.hall3.0@demo.org,+9-859-290-6443,66,11,2,No,1816.99
17135.0,Cameron,Garcia,cameron.garcia5.0@demo.org,+3-367-934-4071,74,4,2,No,3231.91
17396.0,Alex,Hall,alex.hall6.0@mail.test,+1-457-347-1980,51,7,0,No,1651.02
14213.0,Jamie,Jackson,jamie.jackson3.0@no-reply.io,+6-465-999-1541,68,9,3,Yes,2559.8
12967.0,Blake,Walker,blake.walker7.0@no-reply.io,+2-608-187-2621,52,10,4,No,1663.71
12686.0,Reese,Allen,reese.allen6.0@sample.net,+1-430-473-8885,22,9,1,Yes,6807.61
14679.0,Jamie,Walker,jamie.walker9.0@sample.net,+1-968-374-4277,66,5,3,No,417.69
15240.0,Rowan,Brown,rowan.brown0.0@no-reply.io,+4-458-890-8960,44,10,1,No,2474.41
18225.0,Blake,Brown,blake.brown5.0@no-reply.io,+4-768-631-5003,74,11,0,No,2031.87
13370.0,Alex,Thompson,alex.thompson0.0@example.com,+7-546-759-5934,79,12,2,Yes,7963.56
16883.0,Elliot,Allen,elliot.allen3.0@demo.org,+2-777-631-6292,68,6,1,No,4016.01
13520.0,Sam,White,sam.white0.0@example.com,+2-357-571-6311,51,12,3,No,5811.12
12841.0,Rowan,Clark,rowan.clark1.0@mail.test,+5-203-775-7096,71,4,2,No,3224.91
16905.0,Reese,White,reese.white5.0@sample.net,+7-567-636-5618,33,10,0,No,3230.97
12427.0,Sam,Lewis,sam.lewis7.0@mail.test,+3-700-281-5026,29,6,1,No,873.6
17967.0,Elliot,King,elliot.king7.0@demo.org,+3-778-614-5276,24,11,1,No,6055.51
16891.0,Rowan,Hall,rowan.hall1.0@no-reply.io,+6-892-245-8298,21,6,4,Yes,3034.85
14589.0,Jamie,Brown,jamie.brown9.0@no-reply.io,+8-585-896-2813,63,5,4,No,2994.16
14680.0,Sam,Johnson,sam.johnson0.0@example.com,+4-762-522-3135,18,5,4,No,3375.33
17884.0,Cameron,Johnson,cameron.johnson4.0@sample.net,+1-300-255-3372,40,1,4,No,517.9
12557.0,Elliot,Smith,elliot.smith7.0@sample.net,+7-731-723-2048,67,4,2,No,896.33
14083.0,Blake,Walker,blake.walker3.0@example.com,+4-669-419-9896,31,3,2,No,544.56
13013.0,Sam,Clark,sam.clark3.0@no-reply.io,+5-866-451-1839,30,2,4,No,2081.42
14210.0,Chris,Johnson,chris.johnson0.0@example.com,+5-640-751-4911,43,10,2,No,4630.65
16477.0,Avery,Garcia,avery.garcia7.0@mail.test,+3-938-631-1284,27,1,1,No,718.23
12600.0,Reese,Walker,reese.walker0.0@no-reply.io,+5-343-455-3938,39,7,4,No,3171.52
16013.0,Morgan,Martin,morgan.martin3.0@sample.net,+1-361-242-3947,54,2,2,No,474.86
17949.0,Hayden,Garcia,hayden.garcia9.0@demo.org,+3-257-796-8658,45,1,2,No,1387.11
12779.0,Morgan,Smith,morgan.smith9.0@sample.net,+5-336-104-9345,62,4,1,No,1125.9
16926.0,Riley,Garcia,riley.garcia6.0@mail.test,+7-152-480-9546,66,8,2,No,3525.66
17787.0,Reese,Young,reese.young7.0@mail.test,+8-654-404-1427,24,2,4,No,1942.77
12682.0,Chris,Brown,chris.brown2.0@no-reply.io,+3-531-504-3575,43,10,1,No,2887.0
14723.0,Drew,Allen,drew.allen3.0@demo.org,+9-400-287-8362,62,6,3,No,1515.27
17954.0,Logan,Garcia,logan.garcia4.0@mail.test,+6-523-805-5249,46,8,4,No,1515.84
17819.0,Morgan,Thomas,morgan.thomas9.0@example.com,+5-580-398-4385,66,3,1,No,2072.45
12712.0,Jamie,Taylor,jamie.taylor2.0@example.com,+5-392-589-6276,60,7,2,No,2094.34
15373.0,Taylor,Thomas,taylor.thomas3.0@sample.net,+2-611-925-3227,26,1,3,Yes,2305.83
16140.0,Jordan,Thompson,jordan.thompson0.0@sample.net,+7-189-611-6463,24,7,1,Yes,4988.08
17198.0,Logan,Thompson,logan.thompson8.0@demo.org,+5-613-747-4433,41,9,4,No,1958.54
17238.0,Casey,Smith,casey.smith8.0@example.com,+3-547-405-5097,79,1,4,No,1509.55
12793.0,Jamie,Brown,jamie.brown3.0@demo.org,+5-336-955-9547,62,2,2,Yes,2383.46
15769.0,Cameron,Garcia,cameron.garcia9.0@demo.org,+9-113-160-7854,72,7,1,No,1670.47
14396.0,Hayden,Garcia,hayden.garcia6.0@no-reply.io,+7-966-161-6409,76,10,4,No,4273.3
14898.0,Quinn,Walker,quinn.walker8.0@no-reply.io,+2-717-373-9083,36,2,2,No,1354.3
12725.0,Parker,Hall,parker.hall5.0@example.com,+4-570-437-7360,34,11,4,No,3580.24
16725.0,Jordan,Walker,jordan.walker5.0@demo.org,+3-735-624-7853,75,11,2,No,3066.45
12395.0,Morgan,White,morgan.white5.0@no-reply.io,+4-439-528-7959,70,11,0,No,3562.59
16455.0,Logan,Lewis,logan.lewis5.0@no-reply.io,+1-450-830-9637,42,5,4,Yes,2446.71
13081.0,Cameron,Johnson,cameron.johnson1.0@mail.test,+9-887-238-9776,74,11,2,Yes,5549.37
15545.0,Blake,Lee,blake.lee5.0@example.com,+3-747-929-7360,36,12,3,No,1923.95
17243.0,Hayden,Johnson,hayden.johnson3.0@example.com,+6-148-149-4317,21,9,0,No,1329.84
15465.0,Jamie,Young,jamie.young5.0@sample.net,+3-918-420-6505,67,3,2,No,3131.54
15708.0,Jordan,White,jordan.white8.0@sample.net,+1-608-794-7532,26,7,3,No,2760.71
13089.0,Drew,Taylor,drew.taylor9.0@demo.org,+3-191-183-9075,62,1,0,No,1611.69
16033.0,Rowan,Lee,rowan.lee3.0@example.com,+4-896-430-6311,28,4,1,No,3081.04
13838.0,Avery,Taylor,avery.taylor8.0@sample.net,+8-193-733-8267,74,2,4,No,490.78
15351.0,Cameron,Jackson,cameron.jackson1.0@sample.net,+7-856-105-8574,46,12,0,No,6305.31
18055.0,Blake,Jackson,blake.jackson5.0@sample.net,+2-720-164-2030,71,3,2,No,1348.04
15038.0,Elliot,Clark,elliot.clark8.0@mail.test,+4-159-573-9705,78,12,1,No,6661.16
18109.0,Reese,King,reese.king9.0@demo.org,+4-852-248-3900,70,11,2,No,5512.43
13069.0,Taylor,Garcia,taylor.garcia9.0@mail.test,+2-780-845-1694,53,8,4,No,2307.95
16241.0,Logan,Jackson,logan.jackson1.0@sample.net,+6-680-498-1091,47,8,1,No,4880.52
14800.0,Drew,Anderson,drew.anderson0.0@example.com,+8-638-389-4788,54,10,0,Yes,6014.67
